ID,Address,AssessedValue
077 374 403,15 17  NEWHALL ST  ,"864,000"
077 374 404,19 21  NEWHALL ST  ,"770,600"
077 374 405,25 27  NEWHALL ST  ,"775,400"
077 374 406,31    NEWHALL ST  ,"789,600"
077 374 407,30    BARRETT ST  ,"641,500"
077 374 408,36    BARRETT ST  ,"571,500"
077 374 409,38    BARRETT ST  ,"774,800"
077 374 410,57    HIGH ST  ,"894,400"
077 374 411,63    HIGH ST  ,"650,700"
077 374 412,65    HIGH ST  ,"560,500"
077 374 413,71    HIGH ST  ,"767,700"
077 374 414,52    BARRETT ST  ,"761,600"
077 374 415,48 50  BARRETT ST  ,"792,100"
077 374 416,46    BARRETT ST  ,"647,800"
077 374 417,40    BARRETT ST  ,"642,300"
077 374 418,22    BARRETT ST  ,"683,600"
077 375 501,203    MAIN ST  ,"963,300"
077 375 502,209 209A  MAIN ST  ,"819,900"
077 375 503,211 213  MAIN ST  ,"1,019,500"
077 375 504,1 3  GOULD AV  ,"951,200"
077 375 505,7    GOULD AV  ,"621,600"
077 375 506,15    GOULD AV  ,"870,300"
077 375 507,19    GOULD AV  ,"969,600"
077 375 508,27    GOULD AV  ,"979,800"
077 375 509,35    GOULD AV  ,"709,300"
077 375 510,43    GOULD AV  ,"817,000"
077 375 511,47    GOULD AV  ,"738,300"
077 375 512,53    GOULD AV  ,"683,400"
077 375 513,57    GOULD AV  ,"642,000"
077 375 514,61    GOULD AV  ,"828,900"
077 375 515,49    HIGH ST  ,"761,400"
077 375 516,51    HIGH ST  ,"750,200"
077 375 517,48 54  NEWHALL ST  ,"1,648,700"
077 375 518,46    NEWHALL ST  ,"988,400"
077 375 519,40 42  NEWHALL ST  ,"820,700"
077 375 520,34 36  NEWHALL ST  ,"895,400"
077 375 521,30    NEWHALL ST  ,"814,500"
077 375 522,26    NEWHALL ST  ,"496,600"
077 375 523,28    NEWHALL ST  ,"1,004,600"
077 375 524,22    NEWHALL ST  ,"835,700"
077 375 525,18    NEWHALL ST  ,"835,500"
077 375 526,14    NEWHALL ST  ,"765,400"
077 375 527,10    NEWHALL ST  ,"906,300"
077 375 528,8    NEWHALL ST  ,"941,400"
077 381 101,88 90  HIGH ST  ,"834,400"
077 381 102,84 86  HIGH ST  ,"942,500"
077 381 103,80    HIGH ST  ,"858,900"
077 381 104,76    HIGH ST  ,"742,600"
077 381 105,72    HIGH ST  ,"801,700"
077 381 106,68    HIGH ST  ,"737,800"
077 381 107,62    HIGH ST  ,"693,500"
077 381 108,63    NEWHALL ST  ,"663,200"
077 381 109,67    NEWHALL ST  ,"627,900"
077 381 110,71    NEWHALL ST  ,"578,500"
077 381 111,75    NEWHALL ST  ,"737,000"
077 381 112,79    NEWHALL ST  ,"632,500"
077 381 113,81    NEWHALL ST  ,"639,800"
077 381 114,83    NEWHALL ST  ,"755,400"
077 381 115,49 51  JUDSON ST  ,"803,000"
077 381 116,53 55  JUDSON ST  ,"924,700"
077 381 117,57 59  JUDSON ST  ,"905,200"
077 381 118,61 63  JUDSON ST  ,"876,000"
077 381 119,65    JUDSON ST  ,"598,300"
077 382 201,52    HIGH ST  ,"636,200"
077 382 202,50    HIGH ST  ,"606,000"
077 382 203,46 48  HIGH ST  ,"743,600"
077 382 204,42    HIGH ST  ,"673,400"
077 382 205,40    HIGH ST  ,"983,700"
077 382 206,9 11  GARLAND AV  ,"1,021,700"
077 382 207,13    GARLAND AV  ,"650,700"
077 382 208,17    GARLAND AV  ,"658,300"
077 382 209,21    GARLAND AV  ,"820,800"
077 382 210,25 27  GARLAND AV  ,"981,800"
077 382 211,31 33  GARLAND AV  ,"892,000"
077 382 212,33 35  JUDSON ST  ,"851,300"
077 382 213,37    JUDSON ST  ,"645,500"
077 382 214,82 84  NEWHALL ST  ,"901,100"
077 382 215,78    NEWHALL ST  ,"777,500"
077 382 216,76    NEWHALL ST  ,"721,800"
077 382 217,72    NEWHALL ST  ,"592,000"
077 382 218,68 68A  NEWHALL ST  ,"647,300"
078 354 401,77    MAIN ST  ,"1,226,000"
078 354 402,81 83  MAIN ST  ,"764,000"
078 354 403,87 89  MAIN ST  ,"867,600"
078 354 404,85    MAIN ST  ,"735,300"
078 354 405A,91 95  MAIN ST  ,"833,900"
078 354 405B,97 101  MAIN ST  ,"957,900"
078 354 406,7    CROSS ST  ,"971,300"
078 354 409,14 16  GREENWOOD CT  ,"1,002,600"
078 354 410,11    CROSS ST  ,"306,200"
078 354 411,17    CROSS ST  ,"1,158,200"
078 354 412,25    NARROW CT  ,"742,900"
078 354 413,27    NARROW CT  ,"651,000"
078 354 414,23 27  CROSS ST  ,"713,200"
078 354 415,31 31A  CROSS ST  ,"1,018,200"
078 354 416,33 35  CROSS ST  ,"958,500"
078 354 417,5 7  HANCOCK ST  ,"975,900"
078 354 418,9    HANCOCK ST  ,"732,800"
078 354 419,11    HANCOCK ST  ,"738,700"
078 354 420,15 17  HANCOCK ST  ,"813,700"
078 354 421,23    HANCOCK ST  ,"959,400"
078 354 422,60    ACORN ST  ,"1,279,300"
078 354 423,44    ACORN ST  ,"998,000"
078 354 424,36    ACORN ST  ,"399,000"
078 354 425,32 34  ACORN ST  ,"828,400"
078 354 426,30    ACORN ST  ,"772,100"
078 354 427,24    ACORN ST  ,"1,021,000"
078 354 428,2 2A  ELMWOOD CT  ,"781,900"
078 354 429,20    ACORN ST  ,"836,200"
078 354 430,11 15  ACORN CT  ,"931,100"
078 354 431,18    ACORN ST  ,"597,000"
078 354 432,16    ACORN CT  ,"417,900"
078 354 433,12    ACORN CT  ,"512,100"
078 354 434,14    ACORN ST  ,"612,500"
078 354 435,10    ACORN ST  ,"1,051,500"
078 354 436,21    NARROW CT  ,"352,800"
078 354 437,50    ACORN ST  ,"951,500"
078 354 438,10 12  GREENWOOD CT  ,"922,500"
078 357 701,52    HANCOCK ST  ,"850,700"
078 357 702,46    HANCOCK ST  ,"800,600"
078 357 703,40    HANCOCK ST  ,"1,054,000"
078 357 704,34    HANCOCK ST  ,"1,262,000"
078 357 705,30    HANCOCK ST  ,"871,700"
078 357 706,26    HANCOCK ST  ,"906,600"
078 357 707,22    HANCOCK ST  ,"673,400"
078 357 708,18    HANCOCK ST  ,"660,100"
078 357 709,14    HANCOCK ST  ,"1,067,300"
078 357 710,2 4  HANCOCK ST  ,"5,202,100"
078 357 711,49 51  CROSS ST  ,"1,003,000"
078 357 712,7 9  STEVENS ST  ,"852,000"
078 357 713,11    STEVENS ST  ,"625,700"
078 357 714,17    STEVENS ST  ,"584,600"
078 357 715,21    STEVENS ST  ,"897,900"
078 357 716,36 38  HANCOCK ST  ,"1,021,500"
078 357 717,10 12  LOWELL ST  ,"1,136,500"
078 357 718,19    STEVENS ST  ,"781,300"
078 358 801,18    LOWELL ST  ,"827,700"
078 358 802,44    STEVENS ST  ,"601,800"
078 358 803,36    STEVENS ST  ,"622,700"
078 358 804,32    STEVENS ST  ,"728,300"
078 358 805,22    STEVENS ST  ,"700,800"
078 358 806,18    STEVENS ST  ,"602,200"
078 358 807,14    STEVENS ST  ,"646,800"
078 358 808,59    CROSS ST  ,"816,500"
078 358 809,61    CROSS ST  ,"901,600"
078 358 810,65 67  CROSS ST  ,"943,500"
078 358 811,69    CROSS ST  ,"1,629,900"
078 358 812,7    TUFTS ST  ,"1,039,400"
078 358 813,11    TUFTS ST  ,"1,129,300"
078 358 814,13 15  TUFTS ST  ,"932,100"
078 358 815,17 19  TUFTS ST  ,"895,900"
078 358 816,21 23  TUFTS ST  ,"953,200"
078 358 817,27    TUFTS ST  ,"580,600"
078 358 818,31    TUFTS ST  ,"591,900"
078 358 819,33    TUFTS ST  ,"604,300"
078 358 821,22    LOWELL ST  ,"754,300"
078 359 901,10 12  TUFTS ST  ,"756,500"
078 359 902 1,77    CROSS ST 1,"495,300"
078 359 902 2,77    CROSS ST 2,"465,200"
078 359 903,81    CROSS ST  ,"859,000"
078 359 904,85 87  CROSS ST  ,"829,900"
078 359 905,89    CROSS ST  ,"1,038,300"
078 359 906,93    CROSS ST  ,"741,500"
078 359 907,97    CROSS ST  ,"743,700"
078 359 908,11    PRATT ST  ,"753,900"
078 359 909,13    PRATT ST  ,"638,700"
078 359 910,18    BEACON ST  ,"632,300"
078 359 911,14    BEACON ST  ,"586,400"
078 359 912,10    BEACON ST  ,"650,200"
078 369 901 1,4    CROSS ST 1,"439,300"
078 369 901 2,4    CROSS ST 2,"490,200"
078 369 901 3,4    CROSS ST 3,"403,000"
078 369 901 4,4    CROSS ST 4,"259,600"
078 369 902,111 113  MAIN ST  ,"733,000"
078 369 903,115 117  MAIN ST  ,"716,500"
078 369 904,114 116  ASHLAND ST  ,"864,300"
078 369 905,112    ASHLAND ST  ,"867,300"
078 369 906,108 110  ASHLAND ST  ,"751,300"
078 369 907,104 106  ASHLAND ST  ,"765,300"
078 369 908,100 102  ASHLAND ST  ,"816,500"
078 369 909,90    ASHLAND ST  ,"1,205,000"
078 369 910,117    HIGH ST  ,"964,000"
078 369 911,119    HIGH ST  ,"563,500"
078 369 912,34    CROSS ST  ,"867,900"
078 369 913,32    CROSS ST  ,"587,700"
078 369 914,28    CROSS ST  ,"874,600"
078 369 915,26    CROSS ST  ,"594,300"
078 369 916,22    CROSS ST  ,"736,700"
078 369 917,18    CROSS ST  ,"641,400"
078 369 918,16    CROSS ST  ,"728,700"
078 369 919,12    CROSS ST  ,"750,700"
078 369 920,8    CROSS ST  ,"612,900"
078 370 001,121 123  MAIN ST  ,"736,900"
078 370 002A,127    MAIN ST  ,"832,400"
078 370 002B,129    MAIN ST  ,"762,400"
078 370 003,131 133  MAIN ST  ,"867,400"
078 370 004,135 137  MAIN ST  ,"850,700"
078 370 005,104 106  JUDSON ST  ,"818,000"
078 370 006,102    JUDSON ST  ,"932,700"
078 370 007,98 100  JUDSON ST  ,"836,000"
078 370 008,94 96  JUDSON ST  ,"941,400"
078 370 009,90 92  JUDSON ST  ,"858,700"
078 370 010,86 88  JUDSON ST  ,"982,400"
078 370 011,97 99  HIGH ST  ,"845,300"
078 370 012,101 103  HIGH ST  ,"759,900"
078 370 013,105    HIGH ST  ,"632,100"
078 370 014,109    HIGH ST  ,"799,300"
078 370 015,93 95  ASHLAND ST  ,"915,100"
078 370 016,97 99  ASHLAND ST  ,"966,800"
078 370 017,101 103  ASHLAND ST  ,"898,500"
078 370 018,105 107  ASHLAND ST  ,"931,600"
078 370 019,109 111  ASHLAND ST  ,"943,200"
078 370 020,113 115  ASHLAND ST  ,"1,179,400"
078 378 801 101,72    ASHLAND ST 101,"519,400"
078 378 801 102,72    ASHLAND ST 102,"436,800"
078 378 801 103,72    ASHLAND ST 103,"440,500"
078 378 801 104,72    ASHLAND ST 104,"464,600"
078 378 801 105,72    ASHLAND ST 105,"274,700"
078 378 801 106,72    ASHLAND ST 106,"504,600"
078 378 801 107,72    ASHLAND ST 107,"491,800"
078 378 801 108,72    ASHLAND ST 108,"274,100"
078 378 801 201,72    ASHLAND ST 201,"523,400"
078 378 801 202,72    ASHLAND ST 202,"425,100"
078 378 801 203,72    ASHLAND ST 203,"474,900"
078 378 801 204,72    ASHLAND ST 204,"518,400"
078 378 801 205,72    ASHLAND ST 205,"424,800"
078 378 801 206,72    ASHLAND ST 206,"441,200"
078 378 801 207,72    ASHLAND ST 207,"516,000"
078 378 801 208,72    ASHLAND ST 208,"514,000"
078 378 801 209,72    ASHLAND ST 209,"434,500"
078 378 801 210,72    ASHLAND ST 210,"449,700"
078 378 801 301,72    ASHLAND ST 301,"535,700"
078 378 801 302,72    ASHLAND ST 302,"425,500"
078 378 801 303,72    ASHLAND ST 303,"421,200"
078 378 801 304,72    ASHLAND ST 304,"517,100"
078 378 801 305,72    ASHLAND ST 305,"432,700"
078 378 801 306,72    ASHLAND ST 306,"523,800"
078 378 801 307,72    ASHLAND ST 307,"511,400"
078 378 801 308,72    ASHLAND ST 308,"524,000"
078 378 801 401,72    ASHLAND ST 401,"518,900"
078 378 801 402,72    ASHLAND ST 402,"480,700"
078 378 801 403,72    ASHLAND ST 403,"447,200"
078 378 801 404,72    ASHLAND ST 404,"437,600"
078 378 801 405,72    ASHLAND ST 405,"492,200"
078 378 801 406,72    ASHLAND ST 406,"527,800"
078 378 801 407,72    ASHLAND ST 407,"512,400"
078 378 801 408,72    ASHLAND ST 408,"515,400"
078 378 801 409,72    ASHLAND ST 409,"390,000"
078 378 801 410,72    ASHLAND ST 410,"510,400"
079 350 001,1    MAIN ST  ,"3,176,100"
079 350 002,5 7  MAIN ST  ,"778,700"
079 350 003,15    MAIN ST  ,"521,100"
079 350 004,23    MAIN ST  ,"1,137,500"
079 350 005,15    APPLETON ST  ,"650,100"
079 350 006,5    APPLETON CT  ,"595,600"
079 350 007,15 15A  APPLETON CT  ,"669,100"
079 350 008,14    APPLETON CT  ,"619,800"
079 350 009,23    APPLETON ST  ,"768,400"
079 350 010,27    APPLETON ST  ,"822,100"
079 350 011,31    APPLETON ST  ,"782,700"
079 350 012,39    APPLETON ST  ,"750,300"
079 350 013,5    NEWBURY ST  ,"860,400"
079 350 014,11    NEWBURY ST  ,"813,000"
079 350 015,17    NEWBURY ST  ,"618,700"
079 350 016,19    NEWBURY ST  ,"737,000"
079 350 017,23    NEWBURY ST  ,"695,300"
079 350 018,25    NEWBURY ST  ,"785,200"
079 350 019,31    NEWBURY ST  ,"573,700"
079 350 020,33    NEWBURY ST  ,"603,800"
079 350 021,37    NEWBURY ST  ,"657,300"
079 350 022,39    NEWBURY ST  ,"674,500"
079 350 023,41    NEWBURY ST  ,"874,300"
079 350 024,76    BELMONT ST  ,"911,900"
079 350 025,74    BELMONT ST  ,"624,400"
079 350 026,70    BELMONT ST  ,"648,000"
079 350 027,66    BELMONT ST  ,"862,800"
079 350 028,62    BELMONT ST  ,"645,500"
079 350 029,56    BELMONT ST  ,"773,500"
079 350 030,54    BELMONT ST  ,"805,100"
079 350 031,46    BELMONT ST  ,"841,500"
079 350 032,42    BELMONT ST  ,"882,500"
079 350 033,40    BELMONT ST  ,"869,000"
079 350 034,36    BELMONT ST  ,"750,000"
079 350 035,32    BELMONT ST  ,"990,900"
079 350 036,28 30  BELMONT ST  ,"837,200"
079 350 037,22 24  BELMONT ST  ,"916,800"
079 350 038,20    BELMONT ST  ,"807,900"
079 350 039,16 18  BELMONT ST  ,"871,900"
079 350 040,14    BELMONT ST  ,"609,600"
079 350 041,10    BELMONT ST  ,"835,100"
079 350 042,6 8  BELMONT ST  ,"866,000"
079 350 043,37    APPLETON ST  ,"729,700"
079 351 101,49    APPLETON ST  ,"580,500"
079 351 102,53    APPLETON ST  ,"633,900"
079 351 103,57    APPLETON ST  ,"584,900"
079 351 104,63    APPLETON ST  ,"897,100"
079 351 105,9    ARLINGTON ST  ,"1,063,100"
079 351 106,15    ARLINGTON ST  ,"910,600"
079 351 107 1,17    ARLINGTON ST 1,"517,400"
079 351 107 2,17    ARLINGTON ST 2,"555,300"
079 351 108,34    NEWBURY ST  ,"838,600"
079 351 109,28    NEWBURY ST  ,"849,100"
079 351 110,24    NEWBURY ST  ,"643,200"
079 351 111,20    NEWBURY ST  ,"604,500"
079 352 201,37    MAIN ST  ,"1,020,300"
079 352 202,45    MAIN ST  ,"611,100"
079 352 203,51    MAIN ST  ,"1,234,400"
079 352 204,15    CLARENDON ST  ,"919,200"
079 352 205,17    CLARENDON ST  ,"1,092,700"
079 352 206,25    CLARENDON ST  ,"1,094,800"
079 352 207,29    CLARENDON ST  ,"825,800"
079 352 208,35    CLARENDON ST  ,"539,300"
079 352 209,37    CLARENDON ST  ,"1,076,500"
079 352 210,41    CLARENDON ST  ,"1,074,700"
079 352 211,55    CLARENDON ST  ,"1,164,400"
079 352 212,42    APPLETON ST  ,"1,073,400"
079 352 213,36 38  APPLETON ST  ,"851,900"
079 352 214 1,34    APPLETON ST 1,"541,500"
079 352 214 2,32    APPLETON ST 2,"445,200"
079 352 214 3,32    APPLETON ST 3,"390,200"
079 352 215,28    APPLETON ST  ,"1,115,700"
079 352 216,22    APPLETON ST  ,"1,374,600"
079 352 217,16    APPLETON ST  ,"909,100"
079 352 218,12    APPLETON ST  ,"898,800"
079 352 219,6 8  APPLETON ST  ,"937,800"
079 352 220,     CLARENDON ST  ,"330,200"
079 352 221,65    CLARENDON ST  ,"684,400"
079 352 222,75    CLARENDON ST  ,"749,600"
079 352 223,69    CLARENDON ST  ,"746,800"
079 353 301,2 4  CLARENDON ST  ,"1,105,800"
079 353 302,65 69  MAIN ST  ,"1,173,700"
079 353 303 1,5    ACORN ST 1,"408,100"
079 353 303 2,5    ACORN ST 2,"504,300"
079 353 303 3,7    ACORN ST 1,"399,400"
079 353 303 4,7    ACORN ST 2,"579,500"
079 353 304,9 11  ACORN ST  ,"815,300"
079 353 305L,15    ACORN ST  ,"816,200"
079 353 306L,17    ACORN ST  ,"618,200"
079 353 307,21    ACORN ST  ,"823,400"
079 353 308,25    ACORN ST  ,"1,064,800"
079 353 309,31 31A  ACORN ST  ,"969,700"
079 353 310,35    ACORN ST  ,"912,900"
079 353 311,39    ACORN ST  ,"856,200"
079 353 312,41    ACORN ST  ,"711,800"
079 353 313,47    ACORN ST  ,"1,148,500"
079 353 314,59    ACORN ST  ,"959,500"
079 353 315,61    ACORN ST  ,"673,000"
079 353 316,55    HANCOCK ST  ,"850,300"
079 353 317,59    HANCOCK ST  ,"821,500"
079 353 318,65    HANCOCK ST  ,"822,300"
079 353 319,84    APPLETON ST  ,"761,600"
079 353 320,78    APPLETON ST  ,"861,700"
079 353 321,74    APPLETON ST  ,"1,022,000"
079 353 322,66    APPLETON ST  ,"789,000"
079 353 323,60    APPLETON ST  ,"1,038,200"
079 353 324,60    CLARENDON ST  ,"1,066,500"
079 353 326,58    CLARENDON ST  ,"979,300"
079 353 327,56    CLARENDON ST  ,"682,100"
079 353 328,48    CLARENDON ST  ,"857,800"
079 353 329,44    CLARENDON ST  ,"700,000"
079 353 330,38    CLARENDON ST  ,"724,900"
079 353 331,32    CLARENDON ST  ,"1,095,300"
079 353 332,26    CLARENDON ST  ,"1,053,100"
079 353 333,22    CLARENDON ST  ,"1,170,200"
079 353 334,18    CLARENDON ST  ,"911,500"
079 353 335,14    CLARENDON ST  ,"811,000"
079 353 336,6    CLARENDON ST  ,"935,300"
079 353 337,49    HANCOCK ST  ,"734,400"
079 353 338,52    CLARENDON ST  ,"779,500"
079 355 501,84    BELMONT ST  ,"864,000"
079 355 502,28    ARLINGTON ST  ,"610,200"
079 355 503,3    ARLINGTON TR  ,"590,000"
079 355 504,5    ARLINGTON TR  ,"604,200"
079 355 505,7    ARLINGTON TR  ,"684,200"
079 355 506,8    ARLINGTON TR  ,"580,000"
079 355 507,6    ARLINGTON TR  ,"636,600"
079 355 508,24    ARLINGTON ST  ,"587,000"
079 355 509,20    ARLINGTON ST  ,"946,400"
079 355 510,14    ARLINGTON ST  ,"910,900"
079 355 511,79    APPLETON ST  ,"883,800"
079 355 512,85    APPLETON ST  ,"1,337,000"
079 355 513,85    HANCOCK ST  ,"1,035,700"
079 355 514,89    HANCOCK ST  ,"1,180,300"
079 355 515,93    HANCOCK ST  ,"1,002,000"
079 355 516,99    HANCOCK ST  ,"753,400"
079 355 517,103    HANCOCK ST  ,"751,400"
079 355 518,100    BELMONT ST  ,"911,000"
079 355 519,96    BELMONT ST  ,"575,000"
079 355 520,92    BELMONT ST  ,"880,800"
079 355 521,88    BELMONT ST  ,"599,900"
080 356 601,104    HANCOCK ST  ,"617,700"
080 356 602,102    HANCOCK ST  ,"877,000"
080 356 603,94 96  HANCOCK ST  ,"1,066,300"
080 356 604,92    HANCOCK ST  ,"780,200"
080 356 605,82    HANCOCK ST  ,"885,000"
080 356 606,78    HANCOCK ST  ,"1,056,500"
080 356 607,68    HANCOCK ST  ,"699,600"
080 356 608,62    HANCOCK ST  ,"1,239,600"
080 356 609,1 3  BOSTON ST  ,"920,100"
080 356 610,5    BOSTON ST  ,"686,400"
080 356 611,7    BOSTON ST  ,"627,600"
080 356 612,15    BOSTON ST  ,"651,300"
080 356 613,19    BOSTON ST  ,"687,000"
080 356 614,21    BOSTON ST  ,"705,100"
080 356 615,25    BOSTON ST  ,"673,000"
080 356 616,29    BOSTON ST  ,"713,000"
080 356 617,35    BOSTON ST  ,"797,600"
080 356 618,37    BOSTON ST  ,"629,000"
080 356 619,43    BOSTON ST  ,"959,100"
080 356 620,45    BOSTON ST  ,"749,000"
080 356 621,120 122  BELMONT ST  ,"1,134,900"
080 356 622 116,116 118  BELMONT ST 116,"478,300"
080 356 622 118,116 118  BELMONT ST 118,"502,000"
080 356 623,110 112  HANCOCK ST  ,"831,700"
080 356 624,98    HANCOCK ST  ,"607,000"
080 356 625,70 72  HANCOCK ST  ,"746,000"
080 363 301,2    FAIRMONT ST  ,"676,700"
080 363 302,20    BOSTON ST  ,"910,100"
080 363 303,16    BOSTON ST  ,"1,006,400"
080 363 304,30    HURLBURT CT  ,"568,300"
080 363 305,22    HURLBURT CT  ,"512,500"
080 363 306,16    HURLBURT CT  ,"592,700"
080 363 307,12    HURLBURT CT  ,"632,200"
080 363 308,12    BOSTON ST  ,"616,300"
080 363 309,8    BOSTON ST  ,"641,100"
080 363 310,23 25  LOWELL ST  ,"770,600"
080 363 311,29    LOWELL ST  ,"696,100"
080 363 312,31    LOWELL ST  ,"683,600"
080 363 313,35    LOWELL ST  ,"613,500"
080 363 314,37    LOWELL ST  ,"645,700"
080 363 315,41    LOWELL ST  ,"650,000"
080 363 316,45    LOWELL ST  ,"694,500"
080 363 317,47    LOWELL ST  ,"667,100"
080 363 318,53    LOWELL ST  ,"687,100"
080 363 319,55    LOWELL ST  ,"778,700"
080 363 320,7 9  LOWELL TR  ,"850,000"
080 363 321,10    LOWELL TR  ,"576,800"
080 363 322,63    LOWELL ST  ,"1,050,800"
080 363 323,65    LOWELL ST  ,"1,070,900"
080 363 324,69    LOWELL ST  ,"907,800"
080 363 325,11    LOWELL AV  ,"726,000"
080 363 326,15    LOWELL AV  ,"694,400"
080 363 327,16    LOWELL AV  ,"592,600"
080 363 328,10    LOWELL AV  ,"654,800"
080 363 329,8    LOWELL AV  ,"558,800"
080 363 330,75    LOWELL ST  ,"565,500"
080 363 331,79    LOWELL ST  ,"563,900"
080 363 332,133    WALNUT ST  ,"949,900"
080 363 333,141    WALNUT ST  ,"1,109,300"
080 363 334,149    WALNUT ST  ,"771,500"
080 363 335,151    WALNUT ST  ,"716,100"
080 363 336,62    FAIRMONT ST  ,"695,000"
080 363 337,60    FAIRMONT ST  ,"613,500"
080 363 338,56    FAIRMONT ST  ,"677,400"
080 363 339,52    FAIRMONT ST  ,"859,800"
080 363 340,48    FAIRMONT ST  ,"995,100"
080 363 341,46    FAIRMONT ST  ,"792,000"
080 363 342,42    FAIRMONT ST  ,"1,029,900"
080 363 343,36    FAIRMONT ST  ,"1,218,500"
080 363 344,32    FAIRMONT ST  ,"1,067,600"
080 363 345,17    FAIRMONT PK  ,"674,400"
080 363 346,28    FAIRMONT ST  ,"1,096,100"
080 363 347,24    FAIRMONT ST  ,"819,100"
080 363 348,20    FAIRMONT ST  ,"925,500"
080 363 349,14 16  FAIRMONT ST  ,"1,117,500"
080 363 350,12    FAIRMONT ST  ,"719,500"
080 363 351,6 8  FAIRMONT ST  ,"913,600"
080 364 401 1,130    BELMONT ST 1,"456,500"
080 364 401 2,132    BELMONT ST 2,"431,000"
080 364 401 3,50 3  BOSTON ST  ,"355,600"
080 364 401 4,50 4  BOSTON ST  ,"373,200"
080 364 402,46    BOSTON ST  ,"787,800"
080 364 403,15    FAIRMONT ST  ,"721,800"
080 364 404,11    FAIRMONT TR  ,"668,600"
080 364 405,17    FAIRMONT TR  ,"604,500"
080 364 406,18    FAIRMONT TR  ,"650,200"
080 364 407,12    FAIRMONT TR  ,"683,300"
080 364 408,21    FAIRMONT ST  ,"790,700"
080 364 409,23    FAIRMONT ST  ,"990,400"
080 364 410,25 27  FAIRMONT ST  ,"808,000"
080 364 411,11    FAIRMONT CT  ,"573,900"
080 364 412,12    FAIRMONT CT  ,"492,400"
080 364 413,33    FAIRMONT ST  ,"785,100"
080 364 414,35 37  FAIRMONT ST  ,"1,116,800"
080 364 415,9 11  FAIRMONT PL  ,"1,142,700"
080 364 416,14 16  FAIRMONT PL  ,"924,600"
080 364 417,10 12  FAIRMONT PL  ,"938,300"
080 364 418,39 41  FAIRMONT ST  ,"908,200"
080 364 419,43    FAIRMONT ST  ,"913,200"
080 364 420,45    FAIRMONT ST  ,"576,200"
080 364 421,47    FAIRMONT ST  ,"853,500"
080 364 422,51    FAIRMONT ST  ,"932,300"
080 364 423,55    FAIRMONT ST  ,"818,500"
080 364 424,57 59  FAIRMONT ST  ,"993,600"
080 364 425,63 65  FAIRMONT ST  ,"1,032,300"
080 364 426,169 171  WALNUT ST  ,"902,500"
080 364 427,173 175  WALNUT ST  ,"722,100"
080 364 428,196    BELMONT ST  ,"619,300"
080 364 429,192    BELMONT ST  ,"772,600"
080 364 430,186    BELMONT ST  ,"935,800"
080 364 431,180 182  BELMONT ST  ,"848,900"
080 364 432,178    BELMONT ST  ,"656,700"
080 364 433,172 174  BELMONT ST  ,"709,400"
080 364 434,170    BELMONT ST  ,"588,800"
080 364 435,168    BELMONT ST  ,"1,040,400"
080 364 436,162 164  BELMONT ST  ,"894,000"
080 364 437,158 160  BELMONT ST  ,"813,900"
080 364 438,154 156  BELMONT ST  ,"839,200"
080 364 439,152    BELMONT ST  ,"736,900"
080 364 440,150    BELMONT ST  ,"800,300"
080 364 441,146    BELMONT ST  ,"856,100"
080 364 442,138 140  BELMONT ST  ,"902,000"
080 364 443,134    BELMONT ST  ,"633,300"
080 364 444,184    BELMONT ST  ,"600,600"
080 364 445,40    BOSTON ST  ,"695,200"
080 364 446,34    BOSTON ST  ,"686,700"
080 364 447,9    FAIRMONT ST  ,"655,300"
081 360 001,44 46  TUFTS ST  ,"901,200"
081 360 002,40    TUFTS ST  ,"613,900"
081 360 003,36    TUFTS ST  ,"749,700"
081 360 004,12    QUEENWOOD TR  ,"645,400"
081 360 005,30 32  TUFTS ST  ,"935,400"
081 360 006,26    TUFTS ST  ,"1,065,200"
081 360 007,3    BEACON ST  ,"585,000"
081 360 008,5 7  BEACON ST  ,"878,900"
081 360 009,11    BEACON ST  ,"547,300"
081 360 010,17    BEACON ST  ,"636,900"
081 360 011,19    PRATT ST  ,"674,200"
081 360 012,23    PRATT ST  ,"780,300"
081 360 013,25    PRATT ST  ,"767,200"
081 360 014,29    PRATT ST  ,"688,000"
081 360 015,33    PRATT ST  ,"668,300"
081 360 016,48    LOWELL ST  ,"694,600"
081 360 017,44 46  LOWELL ST  ,"802,700"
081 360 018,42    LOWELL ST  ,"609,100"
081 360 019,38    LOWELL ST  ,"697,800"
081 360 020,34    TUFTS ST  ,"619,100"
081 360 021,9    QUEENWOOD TR  ,"554,800"
081 361 101,26    PRATT ST  ,"1,013,700"
081 361 102,22    PRATT ST  ,"549,000"
081 361 103,18    PRATT ST  ,"620,400"
081 361 104,10    PRATT ST  ,"756,800"
081 361 105,103 105  CROSS ST  ,"862,800"
081 361 106,107 109  CROSS ST  ,"859,300"
081 361 107,111 113  CROSS ST  ,"943,600"
081 361 108,115 117  CROSS ST  ,"949,900"
081 361 109 1,121    CROSS ST  ,"536,200"
081 361 109 2,121    CROSS ST  ,"498,700"
081 361 109 3,121    CROSS ST  ,"603,500"
081 361 110,95 97  WALNUT ST  ,"827,400"
081 361 111,99    WALNUT ST  ,"951,500"
081 361 112,22    WALNUT TR  ,"622,500"
081 361 113,20    WALNUT TR  ,"751,500"
081 361 114,16    WALNUT TR  ,"688,800"
081 361 115,10    WALNUT TR  ,"713,900"
081 361 116,109    WALNUT ST  ,"769,700"
