PID,ADDRESS,CV
096 415 518,37 39 LINWOOD ST,864400
096 415 519,41 43 LINWOOD ST,912000
096 415 520,45 47 LINWOOD ST,902100
096 415 521,51 53 LINWOOD ST,924800
096 415 522,57 LINWOOD ST,618500
096 415 523,59 LINWOOD ST,623200
096 415 524,63 LINWOOD ST,597200
096 415 525,67 LINWOOD ST,571800
096 415 526,69 LINWOOD ST,728500
096 415 527,71 LINWOOD ST,907600
096 415 528,75 LINWOOD ST,932300
096 415 529,77 LINWOOD ST,1067500
096 415 530,79 81 LINWOOD ST,817400
096 415 531,85 LINWOOD ST,709500
096 415 532,66 68 UPHAM ST,859200
096 415 533,62 64 UPHAM ST,721800
096 415 534,58 UPHAM ST,807900
096 416 601,72 UPHAM ST,973400
096 416 602,84 LINWOOD ST,863600
096 416 603,78 LINWOOD ST,752900
096 416 604,76 LINWOOD ST,746400
096 416 605,70 72 LINWOOD ST,850900
096 416 606,68 LINWOOD ST,595300
096 416 607,64 LINWOOD ST,834900
096 416 608,60 LINWOOD ST,868700
096 416 609,58 LINWOOD ST,903100
096 416 610,52 LINWOOD ST,1058900
096 416 611,46 48 LINWOOD ST,1122800
096 416 612,40 LINWOOD ST,742600
096 416 613,111 HOLYOKE ST,544200
096 416 615,115 HOLYOKE ST,888200
096 416 616,119 HOLYOKE ST,813400
096 416 617,119 FRANKLIN ST,751000
096 416 618,123 FRANKLIN ST,769100
096 416 619,125 FRANKLIN ST,884000
096 416 620,127 129 FRANKLIN ST,717100
096 416 621 1,131 U-1 FRANKLIN ST,273200
096 416 621 2,131 U-2 FRANKLIN ST,351400
096 416 621 3,131 U-3 FRANKLIN ST,498000
096 416 622,133 135 FRANKLIN ST,1093900
096 416 623,137 137A FRANKLIN ST,941500
096 416 624,139 139A FRANKLIN ST,1110100
096 416 625 1,143 145 FRANKLIN ST 1,272400
096 416 625 2,143 145 FRANKLIN ST 2,345200
096 416 626,147 FRANKLIN ST,761300
096 416 627,151 153 FRANKLIN ST,1136200
096 416 628 1,82 UPHAM ST,590900
096 416 628 2,84 UPHAM ST,558300
096 416 628 3,86 UPHAM ST,558500
096 416 628 4,88 UPHAM ST,591100
096 416 628 5,161 FRANKLIN ST,614500
096 416 628 6,159 FRANKLIN ST,558800
096 416 628 7,157 FRANKLIN ST,558800
096 416 628 8,155 FRANKLIN ST,590900
096 416 629,76 78 UPHAM ST,1012100
096 416 630,74 UPHAM ST,1023100
096 417 701,34 LINWOOD ST,763700
096 417 702,26 LINWOOD ST,650800
096 417 703,20 22 LINWOOD ST,1295900
096 417 704,18 LINWOOD ST,849600
096 417 705 101,10 U101 LINWOOD ST,388000
096 417 705 102,10 U102 LINWOOD ST,408500
096 417 705 103,10 U103 LINWOOD ST,378400
096 417 705 104,10 U104 LINWOOD ST,435600
096 417 705 105,10 U105 LINWOOD ST,418700
096 417 705 106,10 U106 LINWOOD ST,293500
096 417 705 107,10 U107 LINWOOD ST,388400
096 417 705 108,10 U108 LINWOOD ST,379100
096 417 705 109,10 U109 LINWOOD ST,370300
096 417 705 110,10 U110 LINWOOD ST,286000
096 417 705 111,10 U111 LINWOOD ST,403800
096 417 705 112,10 U112 LINWOOD ST,345200
096 417 705 113,10 U113 LINWOOD ST,401100
096 417 705 114,10 U114 LINWOOD ST,419700
096 417 705 115,10 U115 LINWOOD ST,508400
096 417 705 201,10 U201 LINWOOD ST,426600
096 417 705 202,10 U202 LINWOOD ST,378800
096 417 705 203,10 U203 LINWOOD ST,399900
096 417 705 204,10 U204 LINWOOD ST,430100
096 417 705 205,10 U205 LINWOOD ST,277400
096 417 705 206,10 U206 LINWOOD ST,392400
096 417 705 207,10 U207 LINWOOD ST,374400
096 417 705 208,10 U208 LINWOOD ST,380100
096 417 705 209,10 U209 LINWOOD ST,382500
096 417 705 210,10 U210 LINWOOD ST,412000
096 417 705 211,10 U211 LINWOOD ST,398700
096 417 705 212,10 U212 LINWOOD ST,383600
096 417 705 213,10 U213 LINWOOD ST,456600
096 417 705 214,10 U214 LINWOOD ST,415500
096 417 705 215,10 U215 LINWOOD ST,410000
096 417 705 301,10 U301 LINWOOD ST,470700
096 417 705 302,10 U302 LINWOOD ST,391700
096 417 705 303,10 U303 LINWOOD ST,394300
096 417 705 304,10 U304 LINWOOD ST,436900
096 417 705 305,10 U305 LINWOOD ST,300300
096 417 705 306,10 U306 LINWOOD ST,473800
096 417 705 307,10 U307 LINWOOD ST,413000
096 417 705 308,10 U308 LINWOOD ST,384900
096 417 705 309,10 U309 LINWOOD ST,409600
096 417 705 310,10 U310 LINWOOD ST,434200
096 417 705 311,10 U311 LINWOOD ST,395000
096 417 705 312,10 U312 LINWOOD ST,398900
096 417 705 313,10 U313 LINWOOD ST,467500
096 417 705 314,10 U314 LINWOOD ST,485100
096 417 705 315,10 U315 LINWOOD ST,457500
096 417 705 401,10 U401 LINWOOD ST,469000
096 417 705 402,10 U402 LINWOOD ST,411100
096 417 705 403,10 U403 LINWOOD ST,416200
096 417 705 404,10 U404 LINWOOD ST,455900
096 417 705 405,10 U405 LINWOOD ST,271800
096 417 705 C1,10 UC1 LINWOOD ST,368900
096 417 705 C2,10 UC2 LINWOOD ST,349100
096 417 705 C3,10 UC3 LINWOOD ST,343800
096 417 705 C4,10 UC4 LINWOOD ST,351900
096 417 705 C5,10 UC5 LINWOOD ST,342500
096 417 708,99 FRANKLIN ST,706100
096 417 709,103 FRANKLIN ST,614400
096 417 710,107 FRANKLIN ST,1055600
096 417 711,111 FRANKLIN ST,754300
096 417 712,116 HOLYOKE ST,1015500
096 417 713,112 HOLYOKE ST,735500
096 422 201,136 FRANKLIN ST,590000
096 422 202,132 FRANKLIN ST,826500
096 422 203,130 FRANKLIN ST,764200
096 422 204,126 FRANKLIN ST,881300
096 422 205,122 FRANKLIN ST,628900
096 422 206,118 FRANKLIN ST,703700
096 422 208,112 FRANKLIN ST,501900
096 422 209,110 FRANKLIN ST,1017900
096 422 210,106 FRANKLIN ST,579500
096 422 211,104 FRANKLIN ST,580500
096 422 212,7 ALMONT ST,572600
096 422 213,9 ALMONT ST,986600
096 422 214,7 9 COBURN ST,1101900
096 422 215,11 COBURN ST,826400
096 422 216,15 COBURN ST,713100
096 422 217,17 COBURN ST,790400
096 422 218,25 COBURN ST,868900
096 422 219,27 COBURN ST,834000
096 422 220,31 COBURN ST,633200
096 422 221,33 COBURN ST,661900
096 422 222,35 COBURN ST,628400
096 422 223,10 NEWTON ST,451700
097 420 001,37 39 ALMONT ST,1284500
097 420 002,41 ALMONT ST,755900
097 420 003,45 ALMONT ST,1127400
097 420 004 1,49 ALMONT ST 1,324600
097 420 004 2,49 ALMONT ST 2,325000
097 420 004 3,49 ALMONT ST 3,317700
097 421 101,4 HAZELWOOD ST,773400
097 421 102,18 COBURN ST,876100
097 421 103,16 COBURN ST,789400
097 421 104,12 14 COBURN ST,841000
097 421 105,8 COBURN ST,675300
097 421 106,23 ALMONT ST,1005000
097 421 107,27 29 ALMONT ST,700400
097 421 108,31 ALMONT ST,875800
097 421 109A,11 ALMONT CT,635600
097 421 110,15 ALMONT CT,672400
097 421 111,16 ALMONT CT,592100
097 421 112,11 HUDSON TR,596200
097 421 113,8 10 HUDSON TR,956000
097 421 114,57 ALMONT ST,734700
097 421 115,59 61 ALMONT ST,749000
097 421 116,63 ALMONT ST,614000
097 421 117,67 ALMONT ST,881000
097 421 118,71 ALMONT ST,633900
097 421 119,187 BRYANT ST,640300
097 421 120,36 38 HAZELWOOD ST,986200
097 421 121,34 HAZELWOOD ST,784800
097 421 122,30 HAZELWOOD ST,600000
097 421 123,28 HAZELWOOD ST,845200
097 421 124,24 HAZELWOOD ST,734600
097 421 125,20 HAZELWOOD ST,715000
097 421 126,16 HAZELWOOD ST,714900
097 421 127,12 HAZELWOOD ST,933200
097 423 301,22 NEWTON ST,890000
097 423 302,28 COBURN ST,870900
097 423 303,7 HAZELWOOD ST,920100
097 423 304,9 11 HAZELWOOD ST,781000
097 423 305,13 15 HAZELWOOD ST,857200
097 423 306,19 HAZELWOOD ST,690800
097 423 307,23 HAZELWOOD ST,794100
097 423 308,27 HAZELWOOD ST,744400
097 423 309,31 HAZELWOOD ST,568200
097 423 310,35 HAZELWOOD ST,558200
097 423 311,199 BRYANT ST,722600
097 423 312,205 BRYANT ST,677300
097 423 313,211 BRYANT ST,579300
097 423 314,54 NEWTON ST,670300
097 423 315,52 NEWTON ST,758700
097 423 316,50 NEWTON ST,480800
097 423 317,46 NEWTON ST,586200
097 423 318,42 NEWTON ST,644000
097 423 319,38 NEWTON ST,703600
097 423 320,34 NEWTON ST,716600
097 423 321,30 32 NEWTON ST,909500
097 423 322,26 NEWTON ST,560600
097 424 401,164 FRANKLIN ST,913600
097 424 402,158 FRANKLIN ST,780100
097 424 403,154 156A FRANKLIN ST,1167800
097 424 404,146 FRANKLIN ST,740500
097 424 405,142 FRANKLIN ST,772000
097 424 406,7 NEWTON ST,718400
097 424 407,11 NEWTON ST,771300
097 424 408,17 NEWTON ST,760500
097 424 409,21 NEWTON ST,827800
097 424 410,23 NEWTON ST,628400
097 424 411,29 29A NEWTON ST,1099200
097 424 412,31 NEWTON ST,679100
097 424 413,37 NEWTON ST,683200
097 424 414,245 BRYANT ST,2236600
097 424 415,30 32 GRAPE ST,1068700
097 424 416,26 28 GRAPE ST,960300
097 424 417,24 24A GRAPE ST,1119000
097 424 418,22 GRAPE ST,777200
097 424 419,18 GRAPE ST,646400
097 424 420,16 GRAPE ST,851300
097 424 421,12 GRAPE ST,733000
097 424 422,13 NEWTON ST,1184600
097 424 423,41 43 NEWTON ST,1027600
097 424 424,152 FRANKLIN ST,657100
097 426 601,200 270 BRYANT ST,11279200
097 427 701,182 184 BRYANT ST,976500
097 427 702,176 178 BRYANT ST,1080700
097 427 703,168 170 BRYANT ST,915000
097 427 704,164 166 BRYANT ST,744000
097 427 705,160 BRYANT ST,822800
097 427 706,152 BRYANT ST,648700
097 427 708,471 EASTERN AVE,1558800
097 427 709,85 FAULKNER ST,512000
097 427 710,89 91 FAULKNER ST,1092100
097 427 711,93 95 FAULKNER ST,917000
097 427 712,522 524 CROSS ST,968200
097 427 713,516 CROSS ST,915900
097 427 714,504 506 CROSS ST,997400
097 427 715,LYME ST,58600
098 425 501,296 CROSS ST,927400
098 425 502,16 HENRY ST,833600
098 425 503,10 HENRY ST,1010700
098 425 504,4 HENRY ST,674400
098 425 505,87 UPHAM ST,432600
098 425 506,91 UPHAM ST,1008900
098 425 507,15 GRAPE ST,766200
098 425 508,23 GRAPE ST,1222900
098 425 509,27 29 GRAPE ST,1000200
098 425 510,265 BRYANT ST,10239300
098 425 513,350 CROSS ST,4071100
098 425 514,344 CROSS ST,633100
098 425 515,340 CROSS ST,598100
098 425 516,300 CROSS ST,874700
098 425 517,312 CROSS ST,810100
098 425 518,320 CROSS ST,830600
098 425 519,328 CROSS ST,794200
098 425 520,99 UPHAM ST,861400
098 425 521,7 GRAPE ST,799600
098 425 522,11 GRAPE ST,805200
098 451 101,80 BOYLSTON ST,736400
098 451 102,38 HENRY ST,799800
098 451 103 1,34 HENRY ST 1,430300
098 451 103 2,36 HENRY ST 2,427500
098 451 103 3,36 HENRY ST 3,432000
098 451 104,333 CROSS ST,3184200
098 451 105,150 BOYLSTON ST,693400
098 451 106,140 BOYLSTON ST,985300
098 451 107,136 BOYLSTON ST,1064700
098 451 108,132 134 BOYLSTON ST,1176600
098 451 109,128 130 BOYLSTON ST,1145400
098 451 110,120 122 BOYLSTON ST,826300
098 451 111,118 BOYLSTON ST,764700
098 451 112,114 BOYLSTON ST,901900
098 451 113,110 BOYLSTON ST,679600
098 451 114,104 BOYLSTON ST,598900
098 451 115,88 BOYLSTON ST,758900
098 451 116,84 BOYLSTON ST,737100
098 451 118,96 BOYLSTON ST,903400
098 451 119,92 BOYLSTON ST,853100
098 451 120,124 126 BOYLSTON ST,742700
098 451 121,146 BOYLSTON ST,694300
098 451 122,321 BRYANT ST,616800
098 451 123,315 BRYANT ST,796500
098 452 201,72 HARVARD ST,747700
098 452 202,62 HENRY ST,594500
098 452 203,79 BOYLSTON ST,621800
098 452 204,83 BOYLSTON ST,611000
098 452 205,87 89 BOYLSTON ST,874100
098 452 206,91 BOYLSTON ST,925700
098 452 207,95 BOYLSTON ST,792900
098 452 208,99 BOYLSTON ST,926500
098 452 209,109 BOYLSTON ST,997000
098 452 210,111 113 BOYLSTON ST,785500
098 452 211,115 117 BOYLSTON ST,929600
098 452 212 01,119 BOYLSTON ST,506100
098 452 212 02,121 A BOYLSTON ST,446000
098 452 212 03,121 B BOYLSTON ST,439300
098 452 213,123 125 BOYLSTON ST,1031200
098 452 215,131 133 BOYLSTON ST,1006100
098 452 216,135 137 BOYLSTON ST,946200
098 452 217,141 143 BOYLSTON ST,752500
098 452 218,351 353 BRYANT ST,1087300
098 452 219,369 371 BRYANT ST,1081300
098 452 220,136 HARVARD ST,689300
098 452 221,130 HARVARD ST,1025400
098 452 222,124 HARVARD ST,947900
098 452 223,120 HARVARD ST,979400
098 452 224,114 HARVARD ST,867000
098 452 225,106 108 HARVARD ST,903100
098 452 226,102 104 HARVARD ST,1132300
098 452 227,100 HARVARD ST,1000200
098 452 228,90 HARVARD ST,1017500
098 452 229,84 HARVARD ST,1059600
098 452 230,78 80 HARVARD ST,1026700
098 453 301,88 HENRY ST,635700
098 453 302,82 HENRY ST,704900
098 453 303,75 HARVARD ST,708800
098 453 304,81 HARVARD ST,615400
098 453 305,83 85 HARVARD ST,807500
098 453 306,87 89 HARVARD ST,870800
098 453 307,91 93 HARVARD ST,778700
098 453 308,97 99 HARVARD ST,935200
098 453 309,101 103 HARVARD ST,848200
098 453 310,105 107 HARVARD ST,884400
098 453 311,109 111 HARVARD ST,817500
098 453 312,113 115 HARVARD ST,725200
098 453 313,117 119 HARVARD ST,831900
098 453 314,121 123 HARVARD ST,807300
098 453 315,129 131 HARVARD ST,1477600
098 453 316 1,133 HARVARD ST 1,478800
098 453 316 2,133 HARVARD ST 2,481500
098 453 316 3,135 HARVARD ST 1,467800
098 453 316 4,135 HARVARD ST 2,480100
098 453 317,387 BRYANT ST,609700
098 453 318,395 BRYANT ST,595000
098 453 319,409 BRYANT ST,703100
098 453 320,194 ESSEX ST,1098100
098 453 321,190 ESSEX ST,976000
098 453 322,184 ESSEX ST,966600
098 453 323,176 ESSEX ST,707900
098 453 324,166 ESSEX ST,660000
098 453 325,158 160 ESSEX ST,893200
098 453 326,150 ESSEX ST,926400
098 453 327,136 ESSEX ST,893600
098 453 328,132 ESSEX ST,793100
098 453 329,126 ESSEX ST,978100
098 453 330,118 ESSEX ST,660300
099 454 401,94 96 MILLS ST,816800
099 454 402,102 104 HENRY ST,925900
099 454 403,109 ESSEX ST,728700
099 454 404,123 125 ESSEX ST,992700
099 454 405,131 ESSEX ST,665700
099 454 406,139 ESSEX ST,690700
099 454 407,145 ESSEX ST,1102500
099 454 408,149 ESSEX ST,1157700
099 454 409,155 ESSEX ST,960300
099 454 411L,165 ESSEX ST,963800
099 454 412,169 ESSEX ST,1046500
099 454 413,179 ESSEX ST,1081900
099 454 415,189 ESSEX ST,1075500
099 454 416,193 ESSEX ST,957200
099 454 417,201 ESSEX ST,938500
099 454 419,182 MILLS ST,572600
099 454 420,174 176 MILLS ST,760100
099 454 421,168 170 MILLS ST,788400
099 454 422,150 MILLS ST,705300
099 454 423,140 MILLS ST,727100
099 454 424,130 MILLS ST,765800
099 454 425,126 128 MILLS ST,883700
099 454 426,120 MILLS ST,742300
099 454 427,112 MILLS ST,553900
099 454 428,106 MILLS ST,594500
099 454 429,435 BRYANT ST,585900
099 454 430,455 BRYANT ST,477100
099 455 501,68 70 RICH ST,628400
099 455 502,123 125 MILLS ST,714400
099 455 503,127 129 MILLS ST,743800
099 455 504,135 137 MILLS ST,693800
099 455 505,139 141 MILLS ST,852500
099 455 506,145 MILLS ST,686500
099 455 507,153 MILLS ST,557900
099 455 509,163 MILLS ST,932600
099 455 510,157 MILLS ST,806800
099 455 511,171 MILLS ST,591900
099 455 512,177 MILLS ST,695700
099 455 513,179 MILLS ST,726200
099 455 514,181 MILLS ST,710100
099 455 515,465 BRYANT ST,590500
099 455 516,471 BRYANT ST,584400
099 455 517,110 RICH ST,762500
099 455 518,102 RICH ST,629900
099 455 519,96 RICH ST,619500
099 455 520,94 RICH ST,534100
099 455 521,90 RICH ST,538800
099 455 523,84 RICH ST,646800
099 455 524,80 RICH ST,494300
099 455 525,76 RICH ST,657400
099 455 526,74 RICH ST,560000
099 456 601,54 RICH ST,720900
099 456 602,122 HENRY ST,672900
099 456 603,95 97 MILLS ST,776100
099 456 604,101 MILLS ST,807200
099 456 605,111 113 MILLS ST,740800
099 456 606,62 RICH ST,597200
099 456 607,56 RICH ST,687300
099 470 001,284 290 NEWLAND ST,4150500
099 471 101,217 223 NEWLAND ST,6033900
100 442 201,43 45 WILLOW ST,872100
100 442 202,53 55 WILLOW ST,1047300
100 442 203,65 67 WILLOW ST,769800
100 442 204,79 LYME ST,643700
100 442 205,83 LYME ST,662300
100 442 206,89 LYME ST,651800
100 442 207,97 99 LYME ST,855700
100 442 208,32 LOMBARD CT,623200
100 442 209,28 LOMBARD CT,523600
100 442 210,22 LOMBARD CT,548200
100 442 211,18 LOMBARD CT,526500
100 442 212,14 LOMBARD CT,551200
100 443 301,34 SAMMETT ST,653600
100 443 302,30 SAMMETT ST,728100
100 443 303,24 SAMMETT ST,658800
100 443 304,20 SAMMETT ST,558500
100 444 401,198 200 HARVARD ST,799700
100 444 402,62 64 SAMMETT ST,797700
100 444 403,56 SAMMETT ST,577400
100 444 404,54 SAMMETT ST,642200
100 444 405,46 SAMMETT ST,586400
100 444 406,44 SAMMETT ST,633100
100 444 407,4 SUFFOLK ST,738900
100 444 408,113 LYME ST,671600
100 444 409,119 LYME ST,704900
100 444 410,125 LYME ST,589700
100 444 411,127 129 LYME ST,864700
100 444 412,222 224 HARVARD ST,716100
100 444 413,218 220 HARVARD ST,872000
100 444 414,212 214 HARVARD ST,774000
100 444 415,208 210 HARVARD ST,874500
100 444 416,202 204 HARVARD ST,918200
100 444 417,8 SUFFOLK ST,515600
100 445 501,199 HARVARD ST,955500
100 445 502,203 HARVARD ST,558900
100 445 503,205 HARVARD ST,624200
100 445 504,S HARVARD ST,969000
100 445 505,231 HARVARD ST,579000
100 445 506,235 HARVARD ST,639700
100 445 507,237 HARVARD ST,713500
100 445 508,11 ALDEN ST,686500
100 445 509,21 ALDEN ST,844600
100 445 510,25 ALDEN ST,528900
100 445 511,29 ALDEN ST,589200
100 445 512,33 ALDEN ST,625100
100 445 513,37 ALDEN ST,524800
100 445 514,41 ALDEN ST,520100
100 445 515,45 ALDEN ST,577500
100 445 516,49 ALDEN ST,594200
100 445 517,53 ALDEN ST,581700
100 446 601,102 SUFFOLK ST,628800
100 446 602,96 SUFFOLK ST,610400
100 446 603,90 SUFFOLK ST,587700
100 446 604,86 88 SUFFOLK ST,771400
100 446 605,82 84 SUFFOLK ST,873400
100 446 606,78 80 SUFFOLK ST,875200
100 446 607,72 74 SUFFOLK ST,692600
100 446 608,173 175 HARVARD ST,690900
100 446 609,177 179 HARVARD ST,733800
100 446 610,181 183 HARVARD ST,675500
100 446 611,187 HARVARD ST,1058200
100 446 612,189 HARVARD ST,993900
100 446 613,95 SAMMETT ST,637600
100 446 614,101 SAMMETT ST,589000
100 446 615,107 SAMMETT ST,631500
100 446 616,115 SAMMETT ST,609500
100 446 617,121 SAMMETT ST,609200
100 446 618,127 SAMMETT ST,591900
100 447 701,452 BRYANT ST,754600
100 447 702,444 BRYANT ST,842100
100 447 703,438 BRYANT ST,760400
100 447 704,432 BRYANT ST,641100
100 447 705,426 BRYANT ST,945600
100 447 706 1,412 U-1 BRYANT ST 1,416700
100 447 706 2,412 U-2 BRYANT ST,298700
100 447 707,404 BRYANT ST,808300
100 447 708,398 BRYANT ST,706900
100 447 709,392 BRYANT ST,591500
100 447 710,69 SUFFOLK ST,592600
100 447 711,73 SUFFOLK ST,631400
100 447 712,77 SUFFOLK ST,833600
100 447 713,85 SUFFOLK ST,732200
100 447 714,89 SUFFOLK ST,618000
100 447 715,95 SUFFOLK ST,562100
100 447 716,101 SUFFOLK ST,647500
100 447 717,107 SUFFOLK ST,602600
100 448 801 01,164 HARVARD ST 1,640500
100 448 801 02,162 HARVARD ST 2,608000
100 448 801 03,160 HARVARD ST 3,705000
100 448 801 04,158 HARVARD ST 4,608300
100 448 801 05,156 HARVARD ST 5,606900
100 448 801 06,154 HARVARD ST 6,606900
100 448 801 07,152 HARVARD ST 7,608300
100 448 801 08,150 HARVARD ST 8,648100
100 448 801 09,151 BOYLSTON ST 09,638200
100 448 801 10,153 BOYLSTON ST 10,606400
100 448 801 111,155 BOYLSTON ST 11,605500
100 448 801 12,157 BOYLSTON ST 12,606400
100 448 801 13,159 BOYLSTON ST 13,606900
100 448 801 14,161 BOYLSTON ST 14,606900
100 448 801 15,163 BOYLSTON ST 15,650400
100 449 901,176 178 HARVARD ST,714200
100 449 902,52 54 SUFFOLK ST,826600
100 449 903,48 50 SUFFOLK ST,997800
100 449 904,44 46 SUFFOLK ST,763000
100 449 905 1,40 SUFFOLK ST 1,374300
100 449 905 2,42 SUFFOLK ST 2,436700
100 449 906,18 SUFFOLK ST,605300
100 449 907,14 SUFFOLK ST,620900
100 449 908,51 SAMMETT ST,703600
100 449 910,53 55 SAMMETT ST,790200
100 449 911,57 59 SAMMETT ST,971500
100 449 912,65 SAMMETT ST,574900
100 449 913,73 SAMMETT ST,531100
100 449 914,182 184 HARVARD ST,777600
100 449 915,180 HARVARD ST,815500
100 450 001,282 334 BRYANT ST,20019700
101 430 001,507 CROSS ST,621900
101 430 002,513 515 CROSS ST,807600
101 430 003,533 CROSS ST,665200
101 430 004,539 CROSS ST,938000
101 430 005,543 545 CROSS ST,923100
101 430 006,551 553 CROSS ST,1278900
101 430 007,84 WILLOW ST,696900
101 430 008,550 CROSS ST,901400
101 430 009,501 EASTERN AVE,4840400
101 430 010 101,20 30 DANIELS ST 101,333800
101 430 010 102,20 30 DANIELS ST 102,335800
101 430 010 103,20 30 DANIELS ST 103,327600
101 430 010 104,20 30 DANIELS ST 104,411300
101 430 010 105,20 30 DANIELS ST 105,328500
101 430 010 106,20 30 DANIELS ST 106,355800
101 430 010 107,20 30 DANIELS ST 107,401800
101 430 010 108,20 30 DANIELS ST 108,324400
101 430 010 109,20 30 DANIELS ST 109,320700
101 430 010 110,20 30 DANIELS ST 110,410800
101 430 010 111,20 30 DANIELS ST 111,416000
101 430 010 112,20 30 DANIELS ST 112,351800
101 430 010 113,20 30 DANIELS ST 113,341700
101 430 010 114,20 30 DANIELS ST 114,376300
101 430 010 115,20 30 DANIELS ST 115,347800
101 430 010 116,20 30 DANIELS ST 116,338600
101 430 010 117,20 30 DANIELS ST 117,341600
101 430 010 118,20 30 DANIELS ST 118,419900
101 430 010 119,20 30 DANIELS ST 119,411000
101 430 010 120,20 30 DANIELS ST 120,417800
101 430 010 201,20 30 DANIELS ST 201,328200
101 430 010 202,20 30 DANIELS ST 202,327800
101 430 010 203,20 30 DANIELS ST 203,326500
101 430 010 204,20 30 DANIELS ST 204,411400
101 430 010 205,20 30 DANIELS ST 205,326500
101 430 010 206,20 30 DANIELS ST 206,417700
101 430 010 207,20 30 DANIELS ST 207,350200
101 430 010 208,20 30 DANIELS ST 208,401600
101 430 010 209,20 30 DANIELS ST 209,408300
101 430 010 210,20 30 DANIELS ST 210,407200
101 430 010 211,20 30 DANIELS ST 211,416400
101 430 010 212,20 30 DANIELS ST 212,411900
101 430 010 213,20 30 DANIELS ST 213,432700
101 430 010 214,20 30 DANIELS ST 214,419700
101 430 010 215,20 30 DANIELS ST 215,414100
101 430 010 216,20 30 DANIELS ST 216,408700
101 430 010 217,20 30 DANIELS ST 217,338000
101 430 010 218,20 30 DANIELS ST 218,420800
101 430 010 219,20 30 DANIELS ST 219,386100
101 430 010 220,20 30 DANIELS ST 220,446200
101 430 010 221,20 30 DANIELS ST 221,410200
101 430 010 222,20 30 DANIELS ST 222,418200
101 430 010 301,20 30 DANIELS ST 301,324500
101 430 010 302,20 30 DANIELS ST 302,334400
101 430 010 303,20 30 DANIELS ST 303,328300
101 430 010 304,20 30 DANIELS ST 304,408400
101 430 010 305,20 30 DANIELS ST 305,327800
101 430 010 306,20 30 DANIELS ST 306,420100
101 430 010 307,20 30 DANIELS ST 307,389900
101 430 010 308,20 30 DANIELS ST 308,411600
101 430 010 309,20 30 DANIELS ST 309,411200
101 430 010 310,20 30 DANIELS ST 310,359000
101 430 010 311,20 30 DANIELS ST 311,411200
101 430 010 312,20 30 DANIELS ST 312,408100
101 430 010 313,20 30 DANIELS ST 313,422500
101 430 010 314,20 30 DANIELS ST 314,422600
101 430 010 315,20 30 DANIELS ST 315,412600
101 430 010 316,20 30 DANIELS ST 316,409700
101 430 010 317,20 30 DANIELS ST 317,436300
101 430 010 318,20 30 DANIELS ST 318,428300
101 430 010 319,20 30 DANIELS ST 319,422800
101 430 010 320,20 30 DANIELS ST 320,443200
101 430 010 321,20 30 DANIELS ST 321,409300
101 430 010 322,20 30 DANIELS ST 322,413800
101 430 010 401,20 30 DANIELS ST 401,327500
101 430 010 402,20 30 DANIELS ST 402,357200
101 430 010 403,20 30 DANIELS ST 403,329600
101 430 010 404,20 30 DANIELS ST 404,408200
101 430 010 405,20 30 DANIELS ST 405,328100
101 430 010 406,20 30 DANIELS ST 406,411600
101 430 010 407,20 30 DANIELS ST 407,406400
101 430 010 408,20 30 DANIELS ST 408,413700
101 430 010 409,20 30 DANIELS ST 409,413900
101 430 010 410,20 30 DANIELS ST 410,413600
101 430 010 411,20 30 DANIELS ST 411,411800
101 430 010 412,20 30 DANIELS ST 412,411400
101 430 010 413,20 30 DANIELS ST 413,420300
101 430 010 414,20 30 DANIELS ST 414,422300
101 430 010 415,20 30 DANIELS ST 415,513200
101 430 010 416,20 30 DANIELS ST 416,516700
101 430 010 417,20 30 DANIELS ST 417,435000
101 430 010 418,20 30 DANIELS ST 418,481800
101 430 010 419,20 30 DANIELS ST 419,522000
101 430 010 420,20 30 DANIELS ST 420,472700
101 430 010 501,20 30 DANIELS ST 501,328500
101 430 010 502,20 30 DANIELS ST 502,411300
101 430 010 503,20 30 DANIELS ST 503,332000
101 430 010 504,20 30 DANIELS ST 504,410200
101 430 010 505,20 30 DANIELS ST 505,391700
101 430 010 506,20 30 DANIELS ST 506,414200
101 430 010 507,20 30 DANIELS ST 507,467200
101 430 010 508,20 30 DANIELS ST 508,411300
101 430 010 509,20 30 DANIELS ST 509,413900
101 430 010 510,20 30 DANIELS ST 510,324700
101 430 010 601,20 30 DANIELS ST 601,342400
101 430 010 602,20 30 DANIELS ST 602,428200
101 430 010 603,20 30 DANIELS ST 603,341100
101 430 010 604,20 30 DANIELS ST 604,428000
101 430 010 605,20 30 DANIELS ST 605,411500
101 430 010 606,20 30 DANIELS ST 606,437000
101 430 010 607,20 30 DANIELS ST 607,428600
101 430 010 608,20 30 DANIELS ST 608,428100
101 430 010 609,20 30 DANIELS ST 609,435400
101 430 010 610,20 30 DANIELS ST 610,341300
101 430 011,635 EASTERN AVE,858300
101 430 012,38 LYME ST,10141500
101 430 013,529 EASTERN AVE,3085200
102 429 901,530 EASTERN AVE,2239000
102 432 201,576 EASTERN AVE,5089600
102 728 801,641 CROSS ST,576200
102 728 802,645 CROSS ST,563000
102 728 803,9 PLAYSTEAD RD,680000
102 728 804,11 PLAYSTEAD RD,652200
102 728 805,15 PLAYSTEAD RD,763600
102 728 806,19 PLAYSTEAD RD,596700
102 728 807,23 PLAYSTEAD RD,582300
102 728 808,27 PLAYSTEAD RD,790100
